"dinnerID","studentID","datetime","interest","selected","missed"
13,"30","10/8/2016 14:29",NA,1,0
13,"20","10/8/2016 14:29",NA,1,0
13,"4","10/8/2016 14:29",NA,1,0
13,"21","10/8/2016 14:31",NA,1,0
13,"86","10/8/2016 14:32",NA,1,0
13,"68","10/8/2016 14:36",NA,1,0
13,"56","10/8/2016 14:38",NA,1,0
13,"87","10/8/2016 14:42",NA,1,0
13,"88","10/8/2016 14:42",NA,1,0
13,"89","10/8/2016 14:46",NA,1,0
13,"90","10/8/2016 14:50",NA,1,0
13,"91","10/8/2016 14:52",NA,1,0
13,"1","10/8/2016 15:09",NA,1,0
13,"92","10/8/2016 15:26",NA,1,0
13,"81","10/8/2016 15:28",NA,1,0
13,"34","10/8/2016 15:38",NA,1,0
13,"93","10/8/2016 15:46",NA,1,0
13,"94","10/8/2016 16:15",NA,1,0
13,"10","10/8/2016 16:15",NA,1,0
13,"7","10/8/2016 16:29",NA,0,0
13,"46","10/8/2016 16:56",NA,0,0
13,"95","10/8/2016 20:49",NA,0,0
13,"96","10/9/2016 15:25",NA,1,0
13,"14","10/9/2016 15:53",NA,0,0
13,"44","10/10/2016 15:50",NA,0,0
14,"59","10/15/2016 12:30",NA,1,0
14,"97","10/15/2016 12:35",NA,1,0
14,"46","10/15/2016 15:19",NA,1,0
15,"98","10/23/2016 15:32",NA,0,0
15,"99","10/23/2016 15:42",NA,1,0
15,"100","10/23/2016 16:06",NA,0,0
15,"94","10/23/2016 16:33",NA,0,0
15,"85","10/24/2016 11:29",NA,0,0
16,"101","10/23/2016 15:34",NA,0,0
16,"15","10/23/2016 21:49",NA,1,0
16,"13","10/24/2016 19:04",NA,1,0
16,"5","10/31/2016 11:04",NA,0,0
17,"77","10/23/2016 15:56",NA,0,0
17,"100","10/23/2016 16:05",NA,0,0
18,"88","30/10/2016 16:04:30","do you think managers should invest in unethical companies to generate higher returns?",1,0
18,"13","30/10/2016 16:16:56","Should trash collectors be paid more than bankers?",1,0
18,"89","30/10/2016 16:44:53","The Presidential candidates have discussed bringing Glass-Steagal back. What are the pros and cons?",1,0
18,"102","30/10/2016 16:51:27","Do you think mentorship has impacted your experience at GS?",1,0
18,"103","30/10/2016 16:51:58","By what ethical standards should financial institutions be held by regulations?",1,0
18,"104","30/10/2016 20:59:07","Do you think companies<U+0092> efforts to cut costs have affected their adherence to compliance rules?",1,0
20,"13","10/30/2016 16:20","How does modern neuroscience affect our idea of moral culpability?",1,0
20,"89","10/30/2016 16:48","What is the future of mental health from a biological perspective?",1,0
20,"93","10/30/2016 19:38","With regard to bioethics, what is an instance where government's interest in social welfare rightfully overpowers individual freedom or privacy?",1,0
20,"51","10/30/2016 20:22","What ethical restrictions do we need to consider for embryo selection/is it ethical to select for a more intelligent child?",1,0
20,"105","10/30/2016 20:41","How should we coordinate law internationally around questions of bioethics, specifically relating to genetic alteration?",0,0
23,"106","11/7/2016 11:50","What kind of problems do you think about when dealing with contaminant transport?",0,0
23,"107","11/7/2016 11:50","How much do environmental issues affect your political decisions?",0,0
23,"108","11/7/2016 11:52","What do you think the most important issue in this election is?",0,0
24,"4","11/13/2016 15:43","""Who gets to define what is """"American"""" and what is """"un-American?""""""",0,0
24,"93","11/13/2016 16:18","As Hispanic Americans become less immigrant-focused, how will their political allegiances change?",1,0
24,"80","11/13/2016 15:47","What advice would you give to younger women starting their careers?",0,0
24,"109","11/13/2016 16:05","Re the election, what advice do u have for female student interested in public service or statistics",0,0
26,"11","11/13/2016 19:34","What do you think about identify formation and polarization in the US?",0,0
26,"64","11/14/2016 16:16","What are some ways that you think we can make the American society more culturally integrated?",0,0
